"","starting_date","ending_date","Tank.ID","TTE","A","B","C","D"
"133",NA,NA,"C2",38,"1","","",""
"134",NA,NA,"C2",39,"1","","",""
"135",NA,NA,"C2",40,"1","","",""
"136",NA,NA,"C2",40,"1","","",""
"137",NA,NA,"C2",47,"1","","",""
"138",NA,NA,"C2",48,"1","","",""
"139",NA,NA,"C2",54,"1","","",""
"140",NA,NA,"C2",54,"0","","",""
"141",NA,NA,"C2",54,"0","","",""
"142",NA,NA,"C2",54,"0","","",""
"143",NA,NA,"C2",54,"0","","",""
"144",NA,NA,"C2",54,"0","","",""
"145",NA,NA,"C2",54,"0","","",""
"146",NA,NA,"C2",54,"0","","",""
"147",NA,NA,"C2",54,"0","","",""
"148",NA,NA,"C2",54,"0","","",""
"149",NA,NA,"C2",54,"0","","",""
"150",NA,NA,"C2",54,"0","","",""
"151",NA,NA,"C2",54,"0","","",""
"152",NA,NA,"C2",54,"0","","",""
"153",NA,NA,"C2",54,"0","","",""
"154",NA,NA,"C2",54,"0","","",""
"155",NA,NA,"C2",54,"0","","",""
"156",NA,NA,"C2",54,"0","","",""
"157",NA,NA,"C2",54,"0","","",""
"158",NA,NA,"C2",54,"0","","",""
"159",NA,NA,"C2",54,"0","","",""
"160",NA,NA,"C2",54,"0","","",""
"161",NA,NA,"C2",54,"0","","",""
"162",NA,NA,"C2",54,"0","","",""
"163",NA,NA,"C2",54,"0","","",""
"164",NA,NA,"C2",54,"0","","",""
"165",NA,NA,"C2",54,"0","","",""
"166",NA,NA,"C2",54,"0","","",""
"167",NA,NA,"C2",54,"0","","",""
"168",NA,NA,"C2",54,"0","","",""
"169",NA,NA,"C2",54,"0","","",""
"170",NA,NA,"C2",54,"0","","",""
"171",NA,NA,"C2",54,"0","","",""
"172",NA,NA,"C2",54,"0","","",""
"173",NA,NA,"C2",54,"0","","",""
"174",NA,NA,"C2",54,"0","","",""
"175",NA,NA,"C2",54,"0","","",""
"176",NA,NA,"C2",54,"0","","",""
"177",NA,NA,"C2",54,"0","","",""
"178",NA,NA,"C2",54,"0","","",""
"179",NA,NA,"C2",54,"0","","",""
"180",NA,NA,"C2",54,"0","","",""
"181",NA,NA,"C2",54,"0","","",""
"182",NA,NA,"C2",54,"0","","",""
"183",NA,NA,"C2",54,"0","","",""
"184",NA,NA,"C2",54,"0","","",""
"185",NA,NA,"C2",54,"0","","",""
"186",NA,NA,"C2",54,"0","","",""
"187",NA,NA,"C2",54,"0","","",""
"188",NA,NA,"C2",54,"0","","",""
"189",NA,NA,"C2",54,"0","","",""
"190",NA,NA,"C2",54,"0","","",""
"191",NA,NA,"C2",54,"0","","",""
"192",NA,NA,"C2",54,"0","","",""
"193",NA,NA,"C2",54,"0","","",""
"194",NA,NA,"C2",54,"0","","",""
"195",NA,NA,"C2",54,"0","","",""
"196",NA,NA,"C2",54,"0","","",""
"197",NA,NA,"C2",54,"0","","",""
"198",NA,NA,"C2",54,"0","","",""
"199",NA,NA,"C2",54,"0","","",""
"200",NA,NA,"C2",54,"0","","",""
"201",NA,NA,"C9",23,"1","","",""
"202",NA,NA,"C9",26,"1","","",""
"203",NA,NA,"C9",26,"1","","",""
"204",NA,NA,"C9",26,"1","","",""
"205",NA,NA,"C9",26,"1","","",""
"206",NA,NA,"C9",27,"1","","",""
"207",NA,NA,"C9",29,"1","","",""
"208",NA,NA,"C9",31,"1","","",""
"209",NA,NA,"C9",32,"1","","",""
"210",NA,NA,"C9",33,"1","","",""
"211",NA,NA,"C9",34,"1","","",""
"212",NA,NA,"C9",34,"1","","",""
"213",NA,NA,"C9",35,"1","","",""
"214",NA,NA,"C9",35,"1","","",""
"215",NA,NA,"C9",36,"1","","",""
"216",NA,NA,"C9",36,"1","","",""
"217",NA,NA,"C9",37,"1","","",""
"218",NA,NA,"C9",37,"1","","",""
"219",NA,NA,"C9",40,"1","","",""
"220",NA,NA,"C9",40,"1","","",""
"221",NA,NA,"C9",43,"1","","",""
"222",NA,NA,"C9",44,"1","","",""
"223",NA,NA,"C9",44,"1","","",""
"224",NA,NA,"C9",45,"1","","",""
"225",NA,NA,"C9",45,"1","","",""
"226",NA,NA,"C9",45,"1","","",""
"227",NA,NA,"C9",46,"1","","",""
"228",NA,NA,"C9",48,"1","","",""
"229",NA,NA,"C9",48,"1","","",""
"230",NA,NA,"C9",48,"1","","",""
"231",NA,NA,"C9",49,"1","","",""
"232",NA,NA,"C9",49,"1","","",""
"233",NA,NA,"C9",50,"1","","",""
"234",NA,NA,"C9",54,"0","","",""
"235",NA,NA,"C9",54,"0","","",""
"236",NA,NA,"C9",54,"0","","",""
"237",NA,NA,"C9",54,"0","","",""
"238",NA,NA,"C9",54,"0","","",""
"239",NA,NA,"C9",54,"0","","",""
"240",NA,NA,"C9",54,"0","","",""
"241",NA,NA,"C9",54,"0","","",""
"242",NA,NA,"C9",54,"0","","",""
"243",NA,NA,"C9",54,"0","","",""
"244",NA,NA,"C9",54,"0","","",""
"245",NA,NA,"C9",54,"0","","",""
"246",NA,NA,"C9",54,"0","","",""
"247",NA,NA,"C9",54,"0","","",""
"248",NA,NA,"C9",54,"0","","",""
"249",NA,NA,"C9",54,"0","","",""
"250",NA,NA,"C9",54,"0","","",""
"251",NA,NA,"C9",54,"0","","",""
"252",NA,NA,"C9",54,"0","","",""
"253",NA,NA,"C9",54,"0","","",""
"254",NA,NA,"C9",54,"0","","",""
"255",NA,NA,"C9",54,"0","","",""
"256",NA,NA,"C9",54,"0","","",""
"257",NA,NA,"C9",54,"0","","",""
"258",NA,NA,"C9",54,"0","","",""
"259",NA,NA,"C9",54,"0","","",""
"260",NA,NA,"C9",54,"0","","",""
"261",NA,NA,"C9",54,"0","","",""
"262",NA,NA,"C9",54,"0","","",""
"263",NA,NA,"C9",54,"0","","",""
"264",NA,NA,"C9",54,"0","","",""
"265",NA,NA,"C9",54,"0","","",""
"266",NA,NA,"C9",54,"0","","",""
"267",NA,NA,"C9",54,"0","","",""
"268",NA,NA,"C9",54,"0","","",""
"269",NA,NA,"C9",54,"0","","",""
"270",NA,NA,"C9",54,"0","","",""
"271",NA,NA,"C9",54,"0","","",""
"272",NA,NA,"C9",54,"0","","",""
"273",NA,NA,"C9",54,"0","","",""
"274",NA,NA,"C9",54,"0","","",""
"275",NA,NA,"C9",54,"0","","",""
"276",NA,NA,"C9",54,"0","","",""
"277",NA,NA,"C9",54,"0","","",""
"278",NA,NA,"C9",54,"0","","",""
"279",NA,NA,"C9",54,"0","","",""
"280",NA,NA,"C9",54,"0","","",""
"281",NA,NA,"C9",54,"0","","",""
"282",NA,NA,"C9",54,"0","","",""
"283",NA,NA,"C9",54,"0","","",""
"284",NA,NA,"C9",54,"0","","",""
"285",NA,NA,"C9",54,"0","","",""
"286",NA,NA,"C9",54,"0","","",""
"287",NA,NA,"C9",54,"0","","",""
"288",NA,NA,"C9",54,"0","","",""
"289",NA,NA,"C9",54,"0","","",""
"290",NA,NA,"C9",54,"0","","",""
"291",NA,NA,"C9",54,"0","","",""
"292",NA,NA,"C9",54,"0","","",""
"293",NA,NA,"C9",54,"0","","",""
"294",NA,NA,"C9",54,"0","","",""
"295",NA,NA,"C9",54,"0","","",""
"296",NA,NA,"C9",54,"0","","",""
"297",NA,NA,"C9",54,"0","","",""
"298",NA,NA,"C9",54,"0","","",""
"299",NA,NA,"C9",54,"0","","",""
"300",NA,NA,"C9",54,"0","","",""
"301",NA,NA,"C1",0,"","1","",""
"302",NA,NA,"C1",19,"","1","",""
"303",NA,NA,"C1",21,"","1","",""
"304",NA,NA,"C1",22,"","1","",""
"305",NA,NA,"C1",24,"","1","",""
"306",NA,NA,"C1",27,"","1","",""
"307",NA,NA,"C1",27,"","1","",""
"308",NA,NA,"C1",29,"","1","",""
"309",NA,NA,"C1",30,"","1","",""
"310",NA,NA,"C1",30,"","1","",""
"311",NA,NA,"C1",30,"","1","",""
"312",NA,NA,"C1",30,"","1","",""
"313",NA,NA,"C1",30,"","1","",""
"314",NA,NA,"C1",31,"","1","",""
"315",NA,NA,"C1",33,"","1","",""
"316",NA,NA,"C1",33,"","1","",""
"317",NA,NA,"C1",33,"","1","",""
"318",NA,NA,"C1",33,"","1","",""
"319",NA,NA,"C1",34,"","1","",""
"320",NA,NA,"C1",34,"","1","",""
"321",NA,NA,"C1",34,"","1","",""
"322",NA,NA,"C1",35,"","1","",""
"323",NA,NA,"C1",35,"","1","",""
"324",NA,NA,"C1",35,"","1","",""
"325",NA,NA,"C1",36,"","1","",""
"326",NA,NA,"C1",36,"","1","",""
"327",NA,NA,"C1",37,"","1","",""
"328",NA,NA,"C1",37,"","1","",""
"329",NA,NA,"C1",38,"","1","",""
"330",NA,NA,"C1",40,"","1","",""
"331",NA,NA,"C1",40,"","1","",""
"332",NA,NA,"C1",41,"","1","",""
"333",NA,NA,"C1",41,"","1","",""
"334",NA,NA,"C1",42,"","1","",""
"335",NA,NA,"C1",43,"","1","",""
"336",NA,NA,"C1",43,"","1","",""
"337",NA,NA,"C1",49,"","1","",""
"338",NA,NA,"C1",54,"","0","",""
"339",NA,NA,"C1",54,"","0","",""
"340",NA,NA,"C1",54,"","0","",""
"341",NA,NA,"C1",54,"","0","",""
"342",NA,NA,"C1",54,"","0","",""
"343",NA,NA,"C1",54,"","0","",""
"344",NA,NA,"C1",54,"","0","",""
"345",NA,NA,"C1",54,"","0","",""
"346",NA,NA,"C1",54,"","0","",""
"347",NA,NA,"C1",54,"","0","",""
"348",NA,NA,"C1",54,"","0","",""
"349",NA,NA,"C1",54,"","0","",""
"350",NA,NA,"C1",54,"","0","",""
"351",NA,NA,"C1",54,"","0","",""
"352",NA,NA,"C1",54,"","0","",""
"353",NA,NA,"C1",54,"","0","",""
"354",NA,NA,"C1",54,"","0","",""
"355",NA,NA,"C1",54,"","0","",""
"356",NA,NA,"C1",54,"","0","",""
"357",NA,NA,"C1",54,"","0","",""
"358",NA,NA,"C1",54,"","0","",""
"359",NA,NA,"C1",54,"","0","",""
"360",NA,NA,"C1",54,"","0","",""
"361",NA,NA,"C1",54,"","0","",""
"362",NA,NA,"C1",54,"","0","",""
"363",NA,NA,"C1",54,"","0","",""
"364",NA,NA,"C1",54,"","0","",""
"365",NA,NA,"C1",54,"","0","",""
"366",NA,NA,"C1",54,"","0","",""
"367",NA,NA,"C1",54,"","0","",""
"368",NA,NA,"C1",54,"","0","",""
"369",NA,NA,"C1",54,"","0","",""
"370",NA,NA,"C1",54,"","0","",""
"371",NA,NA,"C1",54,"","0","",""
"372",NA,NA,"C1",54,"","0","",""
"373",NA,NA,"C1",54,"","0","",""
"374",NA,NA,"C1",54,"","0","",""
"375",NA,NA,"C1",54,"","0","",""
"376",NA,NA,"C1",54,"","0","",""
"377",NA,NA,"C1",54,"","0","",""
"378",NA,NA,"C1",54,"","0","",""
"379",NA,NA,"C1",54,"","0","",""
"380",NA,NA,"C1",54,"","0","",""
"381",NA,NA,"C1",54,"","0","",""
"382",NA,NA,"C1",54,"","0","",""
"383",NA,NA,"C1",54,"","0","",""
"384",NA,NA,"C1",54,"","0","",""
"385",NA,NA,"C1",54,"","0","",""
"386",NA,NA,"C1",54,"","0","",""
"387",NA,NA,"C1",54,"","0","",""
"388",NA,NA,"C1",54,"","0","",""
"389",NA,NA,"C1",54,"","0","",""
"390",NA,NA,"C1",54,"","0","",""
"391",NA,NA,"C1",54,"","0","",""
"392",NA,NA,"C1",54,"","0","",""
"393",NA,NA,"C1",54,"","0","",""
"394",NA,NA,"C1",54,"","0","",""
"395",NA,NA,"C1",54,"","0","",""
"396",NA,NA,"C1",54,"","0","",""
"397",NA,NA,"C1",54,"","0","",""
"398",NA,NA,"C1",54,"","0","",""
"399",NA,NA,"C1",54,"","0","",""
"400",NA,NA,"C1",54,"","0","",""
"401",NA,NA,"C11",20,"","1","",""
"402",NA,NA,"C11",20,"","1","",""
"403",NA,NA,"C11",24,"","1","",""
"404",NA,NA,"C11",25,"","1","",""
"405",NA,NA,"C11",26,"","1","",""
"406",NA,NA,"C11",26,"","1","",""
"407",NA,NA,"C11",26,"","1","",""
"408",NA,NA,"C11",26,"","1","",""
"409",NA,NA,"C11",27,"","1","",""
"410",NA,NA,"C11",27,"","1","",""
"411",NA,NA,"C11",27,"","1","",""
"412",NA,NA,"C11",27,"","1","",""
"413",NA,NA,"C11",28,"","1","",""
"414",NA,NA,"C11",28,"","1","",""
"415",NA,NA,"C11",29,"","1","",""
"416",NA,NA,"C11",29,"","1","",""
"417",NA,NA,"C11",29,"","1","",""
"418",NA,NA,"C11",29,"","1","",""
"419",NA,NA,"C11",30,"","1","",""
"420",NA,NA,"C11",30,"","1","",""
"421",NA,NA,"C11",30,"","1","",""
"422",NA,NA,"C11",30,"","1","",""
"423",NA,NA,"C11",31,"","1","",""
"424",NA,NA,"C11",31,"","1","",""
"425",NA,NA,"C11",31,"","1","",""
"426",NA,NA,"C11",32,"","1","",""
"427",NA,NA,"C11",33,"","1","",""
"428",NA,NA,"C11",33,"","1","",""
"429",NA,NA,"C11",34,"","1","",""
"430",NA,NA,"C11",35,"","1","",""
"431",NA,NA,"C11",35,"","1","",""
"432",NA,NA,"C11",36,"","1","",""
"433",NA,NA,"C11",37,"","1","",""
"434",NA,NA,"C11",38,"","1","",""
"435",NA,NA,"C11",40,"","1","",""
"436",NA,NA,"C11",43,"","1","",""
"437",NA,NA,"C11",54,"","0","",""
"438",NA,NA,"C11",54,"","0","",""
"439",NA,NA,"C11",54,"","0","",""
"440",NA,NA,"C11",54,"","0","",""
"441",NA,NA,"C11",54,"","0","",""
"442",NA,NA,"C11",54,"","0","",""
"443",NA,NA,"C11",54,"","0","",""
"444",NA,NA,"C11",54,"","0","",""
"445",NA,NA,"C11",54,"","0","",""
"446",NA,NA,"C11",54,"","0","",""
"447",NA,NA,"C11",54,"","0","",""
"448",NA,NA,"C11",54,"","0","",""
"449",NA,NA,"C11",54,"","0","",""
"450",NA,NA,"C11",54,"","0","",""
"451",NA,NA,"C11",54,"","0","",""
"452",NA,NA,"C11",54,"","0","",""
"453",NA,NA,"C11",54,"","0","",""
"454",NA,NA,"C11",54,"","0","",""
"455",NA,NA,"C11",54,"","0","",""
"456",NA,NA,"C11",54,"","0","",""
"457",NA,NA,"C11",54,"","0","",""
"458",NA,NA,"C11",54,"","0","",""
"459",NA,NA,"C11",54,"","0","",""
"460",NA,NA,"C11",54,"","0","",""
"461",NA,NA,"C11",54,"","0","",""
"462",NA,NA,"C11",54,"","0","",""
"463",NA,NA,"C11",54,"","0","",""
"464",NA,NA,"C11",54,"","0","",""
"465",NA,NA,"C11",54,"","0","",""
"466",NA,NA,"C11",54,"","0","",""
"467",NA,NA,"C11",54,"","0","",""
"468",NA,NA,"C11",54,"","0","",""
"469",NA,NA,"C11",54,"","0","",""
"470",NA,NA,"C11",54,"","0","",""
"471",NA,NA,"C11",54,"","0","",""
"472",NA,NA,"C11",54,"","0","",""
"473",NA,NA,"C11",54,"","0","",""
"474",NA,NA,"C11",54,"","0","",""
"475",NA,NA,"C11",54,"","0","",""
"476",NA,NA,"C11",54,"","0","",""
"477",NA,NA,"C11",54,"","0","",""
"478",NA,NA,"C11",54,"","0","",""
"479",NA,NA,"C11",54,"","0","",""
"480",NA,NA,"C11",54,"","0","",""
"481",NA,NA,"C11",54,"","0","",""
"482",NA,NA,"C11",54,"","0","",""
"483",NA,NA,"C11",54,"","0","",""
"484",NA,NA,"C11",54,"","0","",""
"485",NA,NA,"C11",54,"","0","",""
"486",NA,NA,"C11",54,"","0","",""
"487",NA,NA,"C11",54,"","0","",""
"488",NA,NA,"C11",54,"","0","",""
"489",NA,NA,"C11",54,"","0","",""
"490",NA,NA,"C11",54,"","0","",""
"491",NA,NA,"C11",54,"","0","",""
"492",NA,NA,"C11",54,"","0","",""
"493",NA,NA,"C11",54,"","0","",""
"494",NA,NA,"C11",54,"","0","",""
"495",NA,NA,"C11",54,"","0","",""
"496",NA,NA,"C11",54,"","0","",""
"497",NA,NA,"C11",54,"","0","",""
"498",NA,NA,"C11",54,"","0","",""
"499",NA,NA,"C11",54,"","0","",""
"500",NA,NA,"C11",54,"","0","",""
"501",NA,NA,"C6",4,"","1","",""
"502",NA,NA,"C6",7,"","1","",""
"503",NA,NA,"C6",22,"","1","",""
"504",NA,NA,"C6",25,"","1","",""
"505",NA,NA,"C6",27,"","1","",""
"506",NA,NA,"C6",27,"","1","",""
"507",NA,NA,"C6",28,"","1","",""
"508",NA,NA,"C6",28,"","1","",""
"509",NA,NA,"C6",29,"","1","",""
"510",NA,NA,"C6",29,"","1","",""
"511",NA,NA,"C6",29,"","1","",""
"512",NA,NA,"C6",30,"","1","",""
"513",NA,NA,"C6",30,"","1","",""
"514",NA,NA,"C6",30,"","1","",""
"515",NA,NA,"C6",30,"","1","",""
"516",NA,NA,"C6",30,"","1","",""
"517",NA,NA,"C6",30,"","1","",""
"518",NA,NA,"C6",31,"","1","",""
"519",NA,NA,"C6",31,"","1","",""
"520",NA,NA,"C6",32,"","1","",""
"521",NA,NA,"C6",32,"","1","",""
"522",NA,NA,"C6",33,"","1","",""
"523",NA,NA,"C6",33,"","1","",""
"524",NA,NA,"C6",33,"","1","",""
"525",NA,NA,"C6",34,"","1","",""
"526",NA,NA,"C6",34,"","1","",""
"527",NA,NA,"C6",35,"","1","",""
"528",NA,NA,"C6",35,"","1","",""
"529",NA,NA,"C6",35,"","1","",""
"530",NA,NA,"C6",36,"","1","",""
"531",NA,NA,"C6",37,"","1","",""
"532",NA,NA,"C6",37,"","1","",""
"533",NA,NA,"C6",37,"","1","",""
"534",NA,NA,"C6",38,"","1","",""
"535",NA,NA,"C6",48,"","1","",""
"536",NA,NA,"C6",54,"","0","",""
"537",NA,NA,"C6",54,"","0","",""
"538",NA,NA,"C6",54,"","0","",""
"539",NA,NA,"C6",54,"","0","",""
"540",NA,NA,"C6",54,"","0","",""
"541",NA,NA,"C6",54,"","0","",""
"542",NA,NA,"C6",54,"","0","",""
"543",NA,NA,"C6",54,"","0","",""
"544",NA,NA,"C6",54,"","0","",""
"545",NA,NA,"C6",54,"","0","",""
"546",NA,NA,"C6",54,"","0","",""
"547",NA,NA,"C6",54,"","0","",""
"548",NA,NA,"C6",54,"","0","",""
"549",NA,NA,"C6",54,"","0","",""
"550",NA,NA,"C6",54,"","0","",""
"551",NA,NA,"C6",54,"","0","",""
"552",NA,NA,"C6",54,"","0","",""
"553",NA,NA,"C6",54,"","0","",""
"554",NA,NA,"C6",54,"","0","",""
"555",NA,NA,"C6",54,"","0","",""
"556",NA,NA,"C6",54,"","0","",""
"557",NA,NA,"C6",54,"","0","",""
"558",NA,NA,"C6",54,"","0","",""
"559",NA,NA,"C6",54,"","0","",""
"560",NA,NA,"C6",54,"","0","",""
"561",NA,NA,"C6",54,"","0","",""
"562",NA,NA,"C6",54,"","0","",""
"563",NA,NA,"C6",54,"","0","",""
"564",NA,NA,"C6",54,"","0","",""
"565",NA,NA,"C6",54,"","0","",""
"566",NA,NA,"C6",54,"","0","",""
"567",NA,NA,"C6",54,"","0","",""
"568",NA,NA,"C6",54,"","0","",""
"569",NA,NA,"C6",54,"","0","",""
"570",NA,NA,"C6",54,"","0","",""
"571",NA,NA,"C6",54,"","0","",""
"572",NA,NA,"C6",54,"","0","",""
"573",NA,NA,"C6",54,"","0","",""
"574",NA,NA,"C6",54,"","0","",""
"575",NA,NA,"C6",54,"","0","",""
"576",NA,NA,"C6",54,"","0","",""
"577",NA,NA,"C6",54,"","0","",""
"578",NA,NA,"C6",54,"","0","",""
"579",NA,NA,"C6",54,"","0","",""
"580",NA,NA,"C6",54,"","0","",""
"581",NA,NA,"C6",54,"","0","",""
"582",NA,NA,"C6",54,"","0","",""
"583",NA,NA,"C6",54,"","0","",""
"584",NA,NA,"C6",54,"","0","",""
"585",NA,NA,"C6",54,"","0","",""
"586",NA,NA,"C6",54,"","0","",""
"587",NA,NA,"C6",54,"","0","",""
"588",NA,NA,"C6",54,"","0","",""
"589",NA,NA,"C6",54,"","0","",""
"590",NA,NA,"C6",54,"","0","",""
"591",NA,NA,"C6",54,"","0","",""
"592",NA,NA,"C6",54,"","0","",""
"593",NA,NA,"C6",54,"","0","",""
"594",NA,NA,"C6",54,"","0","",""
"595",NA,NA,"C6",54,"","0","",""
"596",NA,NA,"C6",54,"","0","",""
"597",NA,NA,"C6",54,"","0","",""
"598",NA,NA,"C6",54,"","0","",""
"599",NA,NA,"C6",54,"","0","",""
"600",NA,NA,"C6",54,"","0","",""
"601",NA,NA,"C12",20,"","","1",""
"602",NA,NA,"C12",26,"","","1",""
"603",NA,NA,"C12",28,"","","1",""
"604",NA,NA,"C12",29,"","","1",""
"605",NA,NA,"C12",30,"","","1",""
"606",NA,NA,"C12",30,"","","1",""
"607",NA,NA,"C12",30,"","","1",""
"608",NA,NA,"C12",31,"","","1",""
"609",NA,NA,"C12",31,"","","1",""
"610",NA,NA,"C12",31,"","","1",""
"611",NA,NA,"C12",32,"","","1",""
"612",NA,NA,"C12",33,"","","1",""
"613",NA,NA,"C12",33,"","","1",""
"614",NA,NA,"C12",33,"","","1",""
"615",NA,NA,"C12",33,"","","1",""
"616",NA,NA,"C12",34,"","","1",""
"617",NA,NA,"C12",34,"","","1",""
"618",NA,NA,"C12",35,"","","1",""
"619",NA,NA,"C12",35,"","","1",""
"620",NA,NA,"C12",36,"","","1",""
"621",NA,NA,"C12",36,"","","1",""
"622",NA,NA,"C12",37,"","","1",""
"623",NA,NA,"C12",37,"","","1",""
"624",NA,NA,"C12",39,"","","1",""
"625",NA,NA,"C12",41,"","","1",""
"626",NA,NA,"C12",41,"","","1",""
"627",NA,NA,"C12",44,"","","1",""
"628",NA,NA,"C12",54,"","","0",""
"629",NA,NA,"C12",54,"","","0",""
"630",NA,NA,"C12",54,"","","0",""
"631",NA,NA,"C12",54,"","","0",""
